source,target,weight
A5036240913,A5065282480,1
A5100421249,A5048030754,1
A5100421249,A5078135589,1
A5100421249,A5065282480,1
A5048030754,A5078135589,1
A5048030754,A5065282480,1
A5078135589,A5065282480,1
A5111275451,A5015225298,1
A5111275451,A5010191491,2
A5111275451,A5041135448,2
A5111275451,A5064006808,1
A5111275451,A5056432086,1
A5111275451,A5109723297,1
A5111275451,A5113341526,1
A5111275451,LOCAL_A000572,1
A5111275451,A5106258038,1
A5111275451,A5088952493,2
A5111275451,A5101974200,1
A5111275451,A5066453892,1
A5111275451,A5079553187,1
A5111275451,A5117389295,1
A5111275451,A5082000443,1
A5111275451,A5104179689,1
A5111275451,A5032538132,1
A5111275451,A5117389294,1
A5111275451,A5000577107,1
A5111275451,A5117845190,1
A5111275451,A5134886675,1
A5111275451,A5108143070,1
A5111275451,A5109475242,1
A5015225298,A5010191491,1
A5015225298,A5041135448,1
A5015225298,A5064006808,2
A5015225298,A5059493647,1
A5010191491,A5041135448,1
A5010191491,A5064006808,1
A5010191491,LOCAL_A000572,1
A5010191491,A5106258038,1
A5010191491,A5088952493,1
A5010191491,A5101974200,1
A5041135448,A5064006808,1
A5041135448,A5056432086,1
A5041135448,A5109723297,1
A5041135448,A5113341526,1
A5064006808,A5059493647,1
A5036538864,A5018056862,1
A5036538864,A5083849701,1
A5036538864,A5064378058,2
A5036538864,A5019298120,2
A5036538864,A5061433803,1
A5036538864,A5075749159,1
A5036538864,A5075548304,1
A5036538864,A5068470300,1
A5036538864,A5002781179,1
A5036538864,A5044546353,1
A5036538864,A5013517307,1
A5036538864,A5092080605,1
A5036538864,A5104125128,1
A5036538864,A5021771514,1
A5018056862,A5083849701,1
A5018056862,A5064378058,1
A5018056862,A5019298120,1
A5018056862,A5061433803,1
A5018056862,A5075749159,1
A5018056862,A5075548304,1
A5083849701,A5064378058,1
A5083849701,A5019298120,1
A5083849701,A5061433803,1
A5083849701,A5075749159,1
A5083849701,A5075548304,1
A5064378058,A5019298120,2
A5064378058,A5061433803,1
A5064378058,A5075749159,1
A5064378058,A5075548304,1
A5064378058,A5068470300,1
A5064378058,A5002781179,1
A5064378058,A5044546353,1
A5064378058,A5013517307,1
A5064378058,A5092080605,1
A5064378058,A5104125128,1
A5064378058,A5021771514,1
A5019298120,A5061433803,1
A5019298120,A5075749159,1
A5019298120,A5075548304,1
A5019298120,A5068470300,1
A5019298120,A5002781179,1
A5019298120,A5044546353,1
A5019298120,A5013517307,1
A5019298120,A5092080605,1
A5019298120,A5104125128,1
A5019298120,A5021771514,1
A5061433803,A5075749159,1
A5061433803,A5075548304,1
A5075749159,A5075548304,1
A5055220887,A5015976746,1
A5055220887,A5028563714,1
A5055220887,A5086743869,1
A5015976746,A5028563714,1
A5015976746,A5086743869,1
A5028563714,A5086743869,1
LOCAL_A000548,A5056133033,2
LOCAL_A000548,A5086812774,1
LOCAL_A000548,A5069277141,4
LOCAL_A000548,A5000275860,1
LOCAL_A000548,A5087366501,1
LOCAL_A000548,A5113014466,1
LOCAL_A000548,A5059754168,1
LOCAL_A000548,A5063385963,1
LOCAL_A000548,A5092989807,1
LOCAL_A000548,A5124453177,1
LOCAL_A000548,A5124377472,1
LOCAL_A000548,A5124364946,1
LOCAL_A000548,A5124393123,1
A5056133033,A5086812774,2
A5056133033,A5069277141,2
A5056133033,A5089096517,1
A5056133033,A5014938626,1
A5056133033,A5062653189,1
A5056133033,A5093276916,1
A5056133033,A5109679550,1
A5056133033,A5090836028,1
A5056133033,A5101299685,1
A5056133033,LOCAL_A000398,1
A5056133033,A5092593524,1
A5056133033,LOCAL_A000397,1
A5086812774,A5069277141,1
A5086812774,A5089096517,3
A5086812774,A5014938626,3
A5086812774,A5062653189,3
A5086812774,A5086554424,1
A5086812774,A5000459728,2
A5086812774,A5101613703,1
A5086812774,A5112633397,1
A5086812774,A5067409197,1
A5086812774,A5109711025,1
A5086812774,A5052409320,1
A5086812774,A5022294297,1
A5086812774,A5035306169,1
A5086812774,LOCAL_A000531,1
A5086812774,A5084985533,1
A5086812774,A5109994888,1
A5086812774,A5103852709,1
A5086812774,A5016169617,1
A5086812774,LOCAL_A000734,1
A5086812774,A5066757939,1
A5086812774,A5111281452,1
A5069277141,A5061359290,1
A5069277141,A5010268119,1
A5069277141,A5124453177,1
A5069277141,A5124377472,1
A5069277141,A5124364946,1
A5069277141,A5124393123,1
A5015647530,A5036002983,1
A5075708496,A5003187325,1
A5075708496,A5102865733,1
A5075708496,A5061799227,1
A5075708496,LOCAL_A000101,1
A5003187325,A5102865733,1
A5003187325,A5061799227,1
A5003187325,LOCAL_A000101,1
A5102865733,A5061799227,1
A5102865733,LOCAL_A000101,1
A5061799227,LOCAL_A000101,1
A5005115625,A5004646516,1
A5005115625,A5077666944,1
A5005115625,A5091975690,1
A5005115625,A5044270780,1
A5005115625,A5090071206,1
A5005115625,A5086326009,1
A5005115625,A5011611673,1
A5005115625,A5009738758,1
A5005115625,A5061906200,1
A5005115625,A5103017171,1
A5005115625,A5061509700,1
A5005115625,A5101438067,1
A5005115625,A5011862544,1
A5005115625,A5102885587,1
A5005115625,A5061587506,1
A5041017487,A5100449436,1
A5041017487,A5112893838,1
A5041017487,A5023521273,1
A5041017487,A5100632122,1
A5041017487,A5008497258,1
A5041017487,A5100344338,1
A5041017487,A5022132012,1
A5100449436,A5112893838,1
A5100449436,A5023521273,1
A5100449436,A5100632122,1
A5100449436,A5008497258,1
A5100449436,A5100344338,1
A5100449436,A5022132012,1
A5112893838,A5023521273,1
A5112893838,A5100632122,1
A5112893838,A5008497258,1
A5112893838,A5100344338,1
A5112893838,A5022132012,1
A5023521273,A5100632122,1
A5023521273,A5008497258,1
A5023521273,A5100344338,1
A5023521273,A5022132012,1
A5100632122,A5008497258,1
A5100632122,A5100344338,1
A5100632122,A5022132012,1
A5008497258,A5100344338,1
A5008497258,A5022132012,1
A5008497258,A5089944324,4
A5008497258,A5100344370,1
A5008497258,A5012338314,4
A5008497258,A5100775772,1
A5008497258,A5104101705,3
A5008497258,A5057758597,2
A5008497258,A5104386707,1
A5008497258,A5042163751,4
A5008497258,A5060162053,4
A5008497258,A5101437812,1
A5008497258,A5003259785,1
A5008497258,A5100314779,1
A5008497258,A5101651242,1
A5008497258,A5104277836,2
A5008497258,A5100662935,1
A5008497258,A5100608566,2
A5008497258,A5002238892,1
A5008497258,A5081032657,1
A5008497258,A5003423239,1
A5008497258,A5100755541,1
A5008497258,A5102899700,1
A5008497258,A5030069786,1
A5008497258,A5087105083,1
A5008497258,LOCAL_A000539,1
A5008497258,A5042636879,1
A5100344338,A5022132012,1
A5089944324,A5100344370,1
A5089944324,A5012338314,2
A5089944324,A5100775772,1
A5089944324,A5104101705,1
A5089944324,A5057758597,2
A5089944324,A5104386707,1
A5089944324,A5042163751,2
A5089944324,A5060162053,3
A5089944324,A5101437812,1
A5089944324,A5003259785,1
A5089944324,A5100314779,1
A5089944324,A5101651242,1
A5089944324,A5002238892,1
A5089944324,A5081032657,1
A5089944324,A5003423239,1
A5100344370,A5012338314,1
A5100344370,A5100775772,1
A5100344370,A5104101705,1
A5012338314,A5100775772,1
A5012338314,A5104101705,3
A5012338314,A5101437812,1
A5012338314,A5003259785,1
A5012338314,A5100314779,1
A5012338314,A5101651242,1
A5012338314,A5060162053,2
A5012338314,A5104277836,2
A5012338314,A5100662935,1
A5012338314,A5042163751,2
A5012338314,A5100608566,2
A5012338314,A5042636879,1
A5100775772,A5104101705,1
A5104101705,A5104277836,2
A5104101705,A5100662935,1
A5104101705,A5042163751,2
A5104101705,A5100608566,2
A5104101705,A5060162053,1
A5104101705,A5042636879,1
A5057673381,A5065748190,1
A5018903635,A5014271929,1
A5018903635,A5039058211,1
A5018903635,A5113930059,1
A5018903635,A5101189126,1
A5018903635,A5008961078,1
A5014271929,A5039058211,1
A5014271929,A5113930059,1
A5014271929,A5101189126,1
A5014271929,A5008961078,1
A5039058211,A5113930059,1
A5039058211,A5101189126,1
A5039058211,A5008961078,1
A5039058211,LOCAL_A000673,1
A5039058211,A5059639534,1
A5039058211,A5044784332,1
A5039058211,A5042408344,1
A5113930059,A5101189126,1
A5113930059,A5008961078,1
A5101189126,A5008961078,1
A5088916464,A5008300007,1
A5088916464,A5038884691,1
A5008300007,A5038884691,1
A5068385014,A5015666278,1
A5015666278,A5103170579,1
A5015666278,A5051278633,1
A5011618630,A5057664957,1
A5011618630,A5102116435,1
A5011618630,A5044784332,1
A5011618630,A5033054759,1
A5057664957,A5102116435,1
A5057664957,A5044784332,1
A5057664957,A5033054759,1
A5057664957,A5034938372,1
A5057664957,A5068511935,1
A5057664957,A5101353051,1
A5057664957,A5093981255,1
A5057664957,A5003473737,1
A5057664957,A5055004314,1
A5102116435,A5044784332,1
A5102116435,A5033054759,1
A5044784332,A5033054759,1
A5044784332,A5058766877,1
A5044784332,A5097712967,1
A5044784332,LOCAL_A000598,1
A5044784332,LOCAL_A000673,1
A5044784332,A5059639534,1
A5044784332,A5042408344,1
A5100776154,A5100705891,1
A5100776154,A5019646634,2
A5100776154,A5085504353,1
A5100776154,A5070726803,6
A5100776154,A5103518993,1
A5100776154,A5101205934,1
A5100776154,A5101205933,1
A5100776154,A5102516062,1
A5100776154,A5059615758,3
A5100776154,A5032288969,1
A5100776154,A5086572621,1
A5100776154,A5021228869,1
A5100776154,A5014340937,1
A5100776154,A5076082548,1
A5100776154,A5090060128,1
A5100776154,A5093656409,1
A5100776154,A5076947041,1
A5100776154,A5051157727,1
A5100776154,A5085028163,1
A5100705891,A5019646634,1
A5100705891,A5085504353,1
A5100705891,A5070726803,1
A5100705891,A5103518993,1
A5019646634,A5085504353,1
A5019646634,A5070726803,2
A5019646634,A5103518993,1
A5019646634,A5101205934,1
A5019646634,A5101205933,1
A5019646634,A5102516062,1
A5085504353,A5070726803,1
A5085504353,A5103518993,1
A5070726803,A5103518993,1
A5070726803,A5101205934,1
A5070726803,A5101205933,1
A5070726803,A5102516062,1
A5070726803,A5059615758,3
A5070726803,A5076947041,1
A5070726803,A5051157727,1
A5070726803,A5085028163,1
A5066816551,A5074534697,1
A5066816551,A5049257114,1
A5066816551,A5036024169,1
A5066816551,A5059729965,1
A5066816551,A5010532815,1
A5074534697,A5049257114,1
A5074534697,A5036024169,1
A5074534697,A5059729965,1
A5074534697,A5010532815,1
A5049257114,A5036024169,1
A5049257114,A5059729965,1
A5049257114,A5010532815,1
A5036024169,A5059729965,1
A5036024169,A5010532815,1
A5059729965,A5010532815,1
A5068032370,A5062032042,1
A5001700413,A5088349333,4
A5001700413,A5102537963,2
A5001700413,A5074200091,1
A5001700413,A5056625994,1
A5001700413,A5137176937,1
A5088349333,A5102530480,1
A5088349333,A5081765985,1
A5088349333,A5102428787,1
A5088349333,A5102537963,2
A5088349333,A5055473116,2
A5088349333,A5102673704,1
A5088349333,A5064908437,1
A5088349333,A5056525180,1
A5088349333,A5093305250,1
A5088349333,A5074200091,1
A5088349333,A5044906171,1
A5058766877,A5097712967,1
A5058766877,LOCAL_A000598,1
A5097712967,LOCAL_A000598,1
A5041603130,A5013654224,4
A5041603130,A5065970712,4
A5041603130,A5061672192,2
A5041603130,A5007239425,1
A5041603130,A5052253557,5
A5041603130,A5101028042,2
A5041603130,A5103958108,2
A5041603130,A5100354734,2
A5041603130,A5005385235,2
A5041603130,A5047127247,1
A5041603130,A5017913111,5
A5041603130,A5067800126,5
A5041603130,A5012021096,3
A5041603130,A5068309504,3
A5041603130,A5109419815,1
A5041603130,A5113137129,3
A5041603130,A5053655626,2
A5041603130,A5083899294,2
A5041603130,A5018227404,3
A5041603130,A5029226423,1
A5041603130,A5091071937,2
A5041603130,LOCAL_A000402,1
A5041603130,A5035970169,1
A5041603130,A5054517839,1
A5041603130,A5101416013,1
A5041603130,A5025344010,1
A5041603130,A5107906105,1
A5013654224,A5065970712,3
A5013654224,A5061672192,2
A5013654224,A5007239425,1
A5013654224,A5052253557,4
A5013654224,A5101028042,2
A5013654224,A5103958108,2
A5013654224,A5100354734,2
A5013654224,A5005385235,2
A5013654224,A5047127247,1
A5013654224,A5017913111,4
A5013654224,A5067800126,4
A5013654224,A5012021096,2
A5013654224,A5068309504,2
A5013654224,A5109419815,1
A5013654224,A5113137129,2
A5013654224,A5053655626,1
A5013654224,A5083899294,1
A5013654224,A5018227404,2
A5013654224,A5029226423,1
A5013654224,A5091071937,1
A5013654224,A5089584186,1
A5013654224,A5085150492,1
A5013654224,LOCAL_A000285,1
A5013654224,A5064645144,2
A5013654224,A5085001179,1
A5013654224,LOCAL_A000620,1
A5013654224,A5054517839,1
A5013654224,A5101416013,1
A5013654224,A5025344010,1
A5013654224,A5107906105,1
A5065970712,A5061672192,2
A5065970712,A5007239425,1
A5065970712,A5052253557,4
A5065970712,A5101028042,2
A5065970712,A5103958108,1
A5065970712,A5100354734,2
A5065970712,A5005385235,2
A5065970712,A5047127247,1
A5065970712,A5017913111,4
A5065970712,A5067800126,4
A5065970712,A5012021096,3
A5065970712,A5068309504,3
A5065970712,A5109419815,1
A5065970712,A5113137129,2
A5065970712,A5053655626,2
A5065970712,A5083899294,2
A5065970712,A5018227404,2
A5065970712,A5029226423,1
A5065970712,A5091071937,2
A5065970712,LOCAL_A000402,1
A5065970712,A5035970169,1
A5061672192,A5007239425,1
A5061672192,A5052253557,2
A5061672192,A5101028042,2
A5061672192,A5103958108,1
A5061672192,A5100354734,2
A5061672192,A5005385235,2
A5061672192,A5047127247,1
A5061672192,A5017913111,2
A5061672192,A5067800126,2
A5061672192,A5012021096,1
A5061672192,A5068309504,1
A5061672192,A5109419815,1
A5007239425,A5052253557,1
A5007239425,A5101028042,1
A5007239425,A5103958108,1
A5007239425,A5100354734,1
A5007239425,A5005385235,1
A5007239425,A5047127247,1
A5007239425,A5017913111,1
A5007239425,A5067800126,1
A5052253557,A5101028042,2
A5052253557,A5103958108,2
A5052253557,A5100354734,2
A5052253557,A5005385235,2
A5052253557,A5047127247,1
A5052253557,A5017913111,5
A5052253557,A5067800126,5
A5052253557,A5012021096,3
A5052253557,A5068309504,3
A5052253557,A5109419815,1
A5052253557,A5113137129,3
A5052253557,A5053655626,2
A5052253557,A5083899294,2
A5052253557,A5018227404,3
A5052253557,A5029226423,1
A5052253557,A5091071937,2
A5052253557,LOCAL_A000402,1
A5052253557,A5035970169,1
A5052253557,A5054517839,1
A5052253557,A5101416013,1
A5052253557,A5025344010,1
A5052253557,A5107906105,1
A5101028042,A5103958108,1
A5101028042,A5100354734,2
A5101028042,A5005385235,2
A5101028042,A5047127247,1
A5101028042,A5017913111,2
A5101028042,A5067800126,2
A5101028042,A5012021096,1
A5101028042,A5068309504,1
A5101028042,A5109419815,1
A5103958108,A5100354734,1
A5103958108,A5005385235,1
A5103958108,A5047127247,1
A5103958108,A5017913111,2
A5103958108,A5067800126,2
A5103958108,A5113137129,1
A5103958108,A5054517839,1
A5103958108,A5101416013,1
A5103958108,A5025344010,1
A5103958108,A5107906105,1
A5103958108,A5018227404,1
A5100354734,A5005385235,2
A5100354734,A5047127247,1
A5100354734,A5017913111,2
A5100354734,A5067800126,2
A5100354734,A5012021096,1
A5100354734,A5068309504,1
A5100354734,A5109419815,1
A5005385235,A5047127247,1
A5005385235,A5017913111,2
A5005385235,A5067800126,2
A5005385235,A5012021096,1
A5005385235,A5068309504,1
A5005385235,A5109419815,1
A5047127247,A5017913111,1
A5047127247,A5067800126,1
A5017913111,A5067800126,5
A5017913111,A5012021096,3
A5017913111,A5068309504,3
A5017913111,A5109419815,1
A5017913111,A5113137129,3
A5017913111,A5053655626,2
A5017913111,A5083899294,2
A5017913111,A5018227404,3
A5017913111,A5029226423,1
A5017913111,A5091071937,2
A5017913111,LOCAL_A000402,1
A5017913111,A5035970169,1
A5017913111,A5054517839,1
A5017913111,A5101416013,1
A5017913111,A5025344010,1
A5017913111,A5107906105,1
A5067800126,A5012021096,3
A5067800126,A5068309504,3
A5067800126,A5109419815,1
A5067800126,A5113137129,3
A5067800126,A5053655626,2
A5067800126,A5083899294,2
A5067800126,A5018227404,3
A5067800126,A5029226423,1
A5067800126,A5091071937,2
A5067800126,LOCAL_A000402,1
A5067800126,A5035970169,1
A5067800126,A5054517839,1
A5067800126,A5101416013,1
A5067800126,A5025344010,1
A5067800126,A5107906105,1
A5018401587,A5015142652,1
A5018401587,A5081626037,1
A5018401587,A5074171210,1
A5018401587,A5061049640,1
A5015142652,A5081626037,1
A5015142652,A5074171210,1
A5015142652,A5061049640,4
A5015142652,A5111317906,1
A5015142652,A5035840553,3
A5015142652,A5036212178,3
A5015142652,A5030177637,3
A5015142652,A5091046899,1
A5015142652,LOCAL_A000416,1
A5081626037,A5074171210,1
A5081626037,A5061049640,3
A5081626037,A5027018014,2
A5081626037,A5000548221,2
A5074171210,A5061049640,1
A5061049640,A5005497446,1
A5061049640,A5076385003,2
A5061049640,A5054960739,1
A5061049640,A5098699139,1
A5061049640,A5066533851,1
A5061049640,A5008748101,1
A5061049640,A5051445017,1
A5061049640,A5026745688,1
A5061049640,A5090352762,1
A5061049640,A5098695042,1
A5061049640,A5076400696,1
A5061049640,A5103802413,1
A5061049640,A5085741547,1
A5061049640,A5015660461,1
A5061049640,A5044034763,1
A5061049640,A5024332433,1
A5061049640,A5012780158,1
A5061049640,A5037786157,1
A5061049640,A5029852484,1
A5061049640,A5011245031,1
A5061049640,A5082881656,1
A5061049640,A5044406931,1
A5061049640,A5030073755,1
A5061049640,A5073649293,1
A5061049640,A5042948921,1
A5061049640,A5106740255,1
A5061049640,A5057050099,1
A5061049640,A5111317906,1
A5061049640,A5035840553,3
A5061049640,A5036212178,3
A5061049640,A5030177637,3
A5061049640,A5109692993,2
A5061049640,A5045541958,2
A5061049640,A5000548221,7
A5061049640,A5091046899,1
A5061049640,LOCAL_A000416,1
A5061049640,A5027018014,3
A5061049640,A5085078871,1
A5061049640,LOCAL_A000451,1
A5061049640,A5051047872,1
A5061049640,A5064645144,1
A5061049640,A5024910823,1
A5061049640,A5006513255,1
A5061049640,A5113496089,2
A5061049640,A5014715890,2
A5061049640,A5078138004,1
A5061049640,A5106111285,1
A5061049640,A5017992365,1
A5061049640,A5086503053,1
A5061049640,A5044608756,1
A5061049640,A5035316905,1
A5061049640,A5018716310,1
A5061049640,A5004179658,1
A5061049640,A5122261563,1
A5061049640,A5116302831,1
A5061049640,A5054261847,1
A5061049640,A5042273243,1
A5061049640,LOCAL_A000716,1
A5061049640,A5052104891,1
A5061049640,A5059910185,1
A5061049640,A5085954814,1
A5061049640,A5025285609,1
A5061049640,A5009945961,1
A5061049640,A5069176903,1
A5061049640,A5011083260,1
A5061049640,A5063909702,1
A5061049640,A5026678611,1
A5061049640,A5103322564,1
A5061049640,A5036483874,1
A5061049640,A5122254251,1
A5061049640,A5122123240,1
A5061049640,A5122189634,1
A5061049640,A5111228622,1
A5061049640,A5122246823,1
A5061049640,A5051526686,1
A5061049640,A5011034168,1
A5061049640,A5044269266,1
A5061049640,A5122224274,1
A5061049640,A5075293805,1
A5061049640,A5054981597,1
A5061049640,A5024153751,1
A5061049640,A5063760978,1
A5061049640,A5122295020,1
A5061049640,A5006311823,1
A5061049640,A5029419036,1
A5061049640,A5039779616,1
A5061049640,A5116037833,1
A5061049640,A5077529549,1
A5061049640,A5095380028,1
A5086553552,A5045777504,1
A5086553552,A5116540100,1
A5020793898,A5089901216,1
A5020793898,A5067080251,1
A5020793898,A5072982996,1
A5020793898,A5052605854,2
A5020793898,A5014333309,1
A5020793898,A5070234669,1
A5020793898,A5025951446,1
A5020793898,A5026150255,1
A5020793898,A5025948063,1
A5020793898,A5007404256,1
A5020793898,A5034086695,1
A5089901216,A5067080251,1
A5089901216,A5072982996,1
A5089901216,A5052605854,1
A5067080251,A5072982996,1
A5067080251,A5052605854,2
A5067080251,A5101950922,1
A5067080251,A5101352949,1
A5067080251,A5074595772,1
A5067080251,A5007967745,1
A5067080251,A5049752209,1
A5067080251,A5108320384,1
A5072982996,A5052605854,1
A5052605854,A5014333309,2
A5052605854,A5043160132,1
A5052605854,A5021469380,1
A5052605854,A5061034390,2
A5052605854,A5101950922,1
A5052605854,A5101352949,1
A5052605854,A5074595772,1
A5052605854,A5007967745,1
A5052605854,A5049752209,1
A5052605854,A5108320384,1
A5052605854,A5092020621,1
A5052605854,A5060090368,1
A5052605854,A5042391653,1
A5052605854,A5101870214,1
A5052605854,A5065463000,1
A5052605854,A5070234669,1
A5052605854,A5025951446,1
A5052605854,A5026150255,1
A5052605854,A5025948063,1
A5052605854,A5007404256,1
A5052605854,A5034086695,1
A5052605854,A5033642366,1
A5034643812,A5068500779,1
A5034643812,A5035240489,1
A5068500779,A5035240489,1
A5068500779,A5000068956,1
A5014333309,A5043160132,1
A5014333309,A5021469380,1
A5014333309,A5070234669,1
A5014333309,A5025951446,1
A5014333309,A5026150255,1
A5014333309,A5025948063,1
A5014333309,A5007404256,1
A5014333309,A5034086695,1
A5043160132,A5021469380,1
A5075332753,A5007425238,1
A5075332753,A5026229677,1
A5075332753,A5100748218,1
A5007425238,A5026229677,1
A5007425238,A5100748218,1
A5026229677,A5100748218,1
A5026229677,A5068605413,2
A5026229677,A5047030006,1
A5036229455,A5063678665,1
A5014767912,A5058905920,1
LOCAL_A000662,LOCAL_A000663,1
LOCAL_A000662,LOCAL_A000664,1
LOCAL_A000663,LOCAL_A000664,1
A5052843620,A5000427458,1
A5052843620,A5112860829,1
A5052843620,A5060053093,1
A5000427458,A5112860829,1
A5000427458,A5060053093,1
A5112860829,A5060053093,1
A5058053647,A5079664614,1
A5058053647,A5085914326,1
A5058053647,A5074353408,1
A5058053647,A5020702633,1
A5058053647,A5038709614,1
A5079664614,A5085914326,1
A5079664614,A5074353408,1
A5079664614,A5020702633,1
A5079664614,A5038709614,1
A5085914326,A5074353408,1
A5085914326,A5020702633,1
A5085914326,A5038709614,1
A5074353408,A5020702633,1
A5074353408,A5038709614,1
A5020702633,A5038709614,1
A5089096517,A5014938626,3
A5089096517,A5062653189,3
A5089096517,A5086554424,1
A5089096517,A5000459728,2
A5089096517,A5103852709,1
A5089096517,A5016169617,1
A5014938626,A5062653189,3
A5014938626,A5086554424,1
A5014938626,A5000459728,3
A5014938626,A5091968955,4
A5014938626,A5080476765,4
A5014938626,A5062367420,1
A5014938626,A5046613313,1
A5014938626,A5104387604,2
A5014938626,A5015187278,1
A5014938626,A5014860684,1
A5014938626,A5020344273,1
A5014938626,A5117935240,2
A5014938626,A5103852709,1
A5014938626,A5016169617,1
A5014938626,A5030792313,1
A5014938626,A5125177715,1
A5014938626,A5125178220,1
A5014938626,A5121030745,1
A5014938626,LOCAL_A000550,1
A5014938626,A5017851662,1
A5014938626,A5136998865,1
A5014938626,A5090662722,1
A5062653189,A5086554424,1
A5062653189,A5000459728,2
A5062653189,A5103852709,1
A5062653189,A5016169617,1
A5058313792,A5083180919,1
A5058313792,A5074162455,1
A5058313792,A5064935874,1
A5083180919,A5074162455,1
A5083180919,A5064935874,1
A5074162455,A5064935874,1
A5042559130,A5043362152,1
A5087438050,A5045269843,1
A5087438050,A5044266379,4
A5087438050,A5101344332,1
A5087438050,A5088337340,1
A5087438050,A5101980585,1
A5058762592,A5045179061,1
A5035354610,A5000269339,1
A5000192304,A5044593104,1
A5000192304,A5016895866,1
A5044593104,A5016895866,1
A5044593104,A5105180206,1
A5044593104,A5002834057,1
A5044593104,A5101590240,1
A5044593104,LOCAL_A000010,1
A5044593104,A5085740219,1
A5044593104,A5079216361,1
A5002058256,A5058772199,1
A5002058256,A5071849699,1
A5002058256,A5083610651,1
A5002058256,A5033052825,1
A5002058256,A5089199473,1
A5002058256,A5077090472,1
A5002058256,A5114050306,1
A5002058256,A5017932855,1
A5058772199,A5071849699,1
A5058772199,A5083610651,1
A5058772199,A5033052825,1
A5058772199,A5089199473,1
A5058772199,A5077090472,1
A5058772199,A5114050306,1
A5058772199,A5017932855,1
A5071849699,A5083610651,1
A5071849699,A5033052825,1
A5071849699,A5089199473,1
A5071849699,A5077090472,1
A5071849699,A5114050306,1
A5071849699,A5017932855,1
A5083610651,A5033052825,1
A5083610651,A5089199473,1
A5083610651,A5077090472,1
A5083610651,A5114050306,1
A5083610651,A5017932855,1
A5033052825,A5089199473,1
A5033052825,A5077090472,2
A5033052825,A5114050306,2
A5033052825,A5017932855,1
A5033052825,A5101410064,1
A5033052825,A5063639499,1
A5033052825,A5102513442,1
A5033052825,A5091955267,1
A5033052825,A5049779869,1
A5033052825,A5047902084,1
A5089199473,A5077090472,1
A5089199473,A5114050306,1
A5089199473,A5017932855,1
A5077090472,A5114050306,2
A5077090472,A5017932855,1
A5077090472,A5101410064,1
A5077090472,A5063639499,1
A5077090472,A5102513442,1
A5077090472,A5091955267,1
A5077090472,A5049779869,1
A5077090472,A5047902084,1
A5114050306,A5017932855,1
A5114050306,A5101410064,1
A5114050306,A5063639499,1
A5114050306,A5102513442,1
A5114050306,A5091955267,1
A5114050306,A5049779869,1
A5114050306,A5047902084,1
A5066204594,A5047569226,1
A5080858949,A5058063287,1
A5083727054,A5101863198,1
A5083727054,A5048882203,1
A5083727054,A5047968074,1
A5101863198,A5048882203,1
A5101863198,A5047968074,3
A5101863198,A5109632243,1
A5101863198,A5102547534,1
A5101863198,A5101236199,1
A5101863198,A5080864544,1
A5101863198,A5114195715,2
A5101863198,A5062663112,1
A5101863198,A5072945695,1
A5101863198,A5118648875,1
A5101863198,LOCAL_A000445,1
A5101863198,A5118648874,1
A5048882203,A5047968074,1
A5047968074,A5109632243,1
A5047968074,A5102547534,1
A5047968074,A5101236199,1
A5047968074,A5080864544,1
A5047968074,A5114195715,1
A5047968074,A5062663112,1
A5047968074,A5072945695,1
A5039659391,A5060870949,1
A5039659391,A5083954845,2
A5039659391,A5005919150,1
A5039659391,A5049392649,1
A5060870949,A5083954845,2
A5083954845,A5005919150,1
A5083954845,A5049392649,1
A5062478922,A5013125404,1
A5062478922,A5059455917,1
A5062478922,A5055790770,1
A5062478922,A5028212671,1
A5062478922,A5112902939,1
A5062478922,A5023335428,1
A5062478922,A5064996552,1
A5013125404,A5059455917,1
A5013125404,A5055790770,1
A5013125404,A5028212671,1
A5013125404,A5112902939,1
A5013125404,A5023335428,1
A5013125404,A5064996552,1
A5059455917,A5055790770,1
A5059455917,A5028212671,1
A5059455917,A5112902939,1
A5059455917,A5023335428,1
A5059455917,A5064996552,1
A5055790770,A5028212671,1
A5055790770,A5112902939,1
A5055790770,A5023335428,1
A5055790770,A5064996552,1
A5028212671,A5112902939,1
A5028212671,A5023335428,1
A5028212671,A5064996552,1
A5112902939,A5023335428,1
A5112902939,A5064996552,1
A5023335428,A5064996552,1
A5088435831,A5077799265,1
A5088435831,A5063957902,1
A5088435831,A5009617428,1
A5088435831,A5016164354,1
A5077799265,A5063957902,1
A5077799265,A5009617428,1
A5077799265,A5016164354,1
A5063957902,A5009617428,1
A5063957902,A5016164354,1
A5009617428,A5016164354,1
A5065748190,A5080877722,1
A5065748190,A5101710140,1
A5065748190,A5103928365,1
A5062012235,A5087460269,1
A5062012235,A5014568924,1
A5062012235,A5013060777,1
A5087460269,A5014568924,1
A5087460269,A5013060777,1
A5014568924,A5013060777,1
A5013060777,A5096293397,1
A5068286496,A5112982600,1
A5068286496,A5112982599,1
A5068286496,A5092687136,2
A5068286496,A5009326662,1
A5068286496,A5101369867,1
A5068286496,A5077582388,1
LOCAL_A000065,A5045107989,1
LOCAL_A000065,A5049432618,1
LOCAL_A000065,A5028120119,1
LOCAL_A000065,A5071543919,1
A5045107989,A5049432618,1
A5045107989,A5028120119,2
A5045107989,A5071543919,3
A5045107989,A5078351000,1
A5045107989,A5024392587,1
A5049432618,A5028120119,1
A5049432618,A5071543919,1
A5028120119,A5071543919,2
